timestamp,client_MB,elasticsearch_MB
1761082852.8833854,961.2890625,1170.828125
1761082853.3888078,961.4140625,1179.078125
1761082853.902044,961.5390625,1180.828125
1761082854.4383569,961.7890625,1182.203125
